,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2021-02-03,50255.75,-0.9996,0.122,0.793,0.085,50231.058594,50526.390625,49515.878906,22400.0
2021-02-04,50614.289063,-0.9999,0.152,0.776,0.072,50212.25,50687.511719,49926.449219,33600.0
2021-02-05,50731.628906,-0.9998,0.135,0.78,0.085,51031.390625,51073.269531,50565.289063,32200.0
2021-02-08,51348.769531,-0.9988,0.086,0.855,0.059,51146.671875,51523.378906,51146.671875,20600.0
2021-02-09,51329.078125,-0.9999,0.134,0.8,0.066,51484.230469,51835.859375,51193.929688,21200.0
2021-02-10,51309.390625,-0.9999,0.145,0.772,0.083,51355.890625,51512.859375,50846.21875,16000.0
2021-02-11,51531.519531,-0.9998,0.129,0.805,0.066,51165.839844,51592.449219,51157.308594,12100.0
2021-02-12,51544.300781,-0.9998,0.131,0.795,0.074,51614.769531,51804.578125,51260.621094,15100.0
2021-02-15,52154.128906,-0.9999,0.143,0.782,0.074,51907.75,52235.96875,51886.460938,14700.0
2021-02-16,52104.171875,-0.9998,0.131,0.787,0.082,52400.03125,52516.761719,51863.609375,21100.0
2021-02-17,51703.828125,-0.9996,0.119,0.802,0.079,51996.941406,52078.148438,51586.339844,13600.0
2021-02-18,51324.691406,-0.9993,0.117,0.794,0.089,51903.960938,51903.960938,51186.679688,18200.0
2021-02-19,50889.761719,-0.9998,0.13,0.794,0.077,51238.019531,51432.988281,50624.328125,15000.0
2021-02-22,49744.320313,-0.9999,0.148,0.771,0.081,50910.511719,50986.03125,49617.371094,16300.0
2021-02-23,49751.410156,-0.9998,0.138,0.782,0.08,49994.851563,50327.308594,49659.851563,14900.0
2021-02-24,50781.691406,-0.9999,0.154,0.762,0.084,49763.941406,50881.171875,49648.78125,45900.0
2021-02-25,51039.308594,-0.9992,0.107,0.815,0.078,51207.609375,51386.121094,50991.761719,33500.0
2021-02-26,49099.988281,-0.9997,0.118,0.81,0.072,50256.710938,50400.308594,48890.480469,23100.0
2021-03-01,49849.839844,-0.9993,0.09,0.855,0.055,49747.710938,50058.421875,49440.460938,18400.0
2021-03-02,50296.890625,-0.9999,0.142,0.782,0.076,50258.089844,50439.820313,49807.121094,17500.0
2021-03-03,51444.648438,-0.9998,0.131,0.793,0.076,50738.210938,51539.890625,50512.839844,15800.0
2021-03-04,50846.078125,-0.9998,0.134,0.778,0.088,50812.140625,51256.550781,50539.921875,21800.0
2021-03-05,50405.320313,-0.999,0.101,0.824,0.075,50517.359375,50886.191406,50160.539063,19200.0
2021-03-08,50441.070313,-0.9997,0.13,0.783,0.087,50654.019531,50985.769531,50318.261719,14200.0
2021-03-09,51025.480469,-0.9994,0.113,0.81,0.077,50714.160156,51111.941406,50396.101563,12200.0
2021-03-10,51279.511719,-0.9998,0.136,0.783,0.081,51404.679688,51430.429688,51048.929688,9300.0
2021-03-12,50792.078125,-0.9998,0.124,0.807,0.069,51660.980469,51821.839844,50538.429688,12200.0
2021-03-15,50395.078125,-0.9936,0.113,0.78,0.107,50773.46875,50834.78125,49799.070313,17600.0
2021-03-16,50363.960938,-0.9996,0.107,0.83,0.063,50608.421875,50857.980469,50289.441406,100.0
2021-03-17,49801.621094,-0.9996,0.094,0.857,0.05,50436.019531,50561.121094,49718.648438,100.0
2021-03-18,49216.519531,-0.9999,0.144,0.777,0.079,50161.25,50296.351563,48962.359375,12600.0
2021-03-19,49858.238281,-0.9997,0.121,0.799,0.079,48881.191406,50003.578125,48586.929688,17500.0
2021-03-22,49771.289063,-0.9998,0.124,0.798,0.077,49878.769531,49878.769531,49281.019531,11600.0
2021-03-23,50051.441406,-0.9997,0.115,0.811,0.073,49876.210938,50264.648438,49661.921875,13400.0
2021-03-24,49180.308594,-0.9997,0.125,0.795,0.08,49786.46875,49854.578125,49120.339844,9200.0
2021-03-25,48440.121094,-0.9939,0.1,0.813,0.087,49201.980469,49247.949219,48236.351563,14300.0
2021-03-26,49008.5,-0.9997,0.129,0.791,0.08,48969.25,49234.660156,48699.910156,10600.0
2021-03-30,50136.578125,0.9867,0.099,0.798,0.103,49331.679688,50268.449219,49331.679688,10500.0
2021-03-31,49509.148438,-0.9998,0.128,0.809,0.063,50049.121094,50050.320313,49442.5,11900.0
2021-04-01,50029.828125,-0.9996,0.105,0.832,0.063,49868.53125,50092.480469,49478.53125,8500.0
2021-04-05,49159.320313,-0.9997,0.123,0.8,0.078,50020.910156,50028.671875,48580.800781,12700.0
2021-04-06,49201.390625,-0.9997,0.116,0.821,0.064,49441.128906,49582.261719,48936.351563,9600.0
2021-04-07,49661.761719,-0.9995,0.101,0.835,0.064,49277.089844,49900.128906,49093.898438,9800.0
2021-04-08,49746.210938,-0.9998,0.113,0.823,0.064,49885.261719,50118.078125,49581.609375,21800.0
2021-04-09,49591.320313,-0.9998,0.128,0.804,0.068,49743.390625,49906.910156,49461.011719,8900.0
2021-04-12,47883.378906,-0.9999,0.145,0.782,0.073,48956.648438,48956.648438,47693.441406,19100.0
2021-04-13,48544.058594,-0.9999,0.133,0.81,0.057,47991.53125,48627.429688,47775.320313,10000.0
2021-04-15,48803.679688,-0.9999,0.138,0.791,0.071,48512.769531,48887.851563,48010.550781,16100.0
2021-04-16,48832.03125,-0.9998,0.127,0.803,0.07,48935.738281,49089.550781,48694.488281,11900.0
2021-04-19,47949.421875,-0.9997,0.113,0.823,0.064,47940.808594,48020.789063,47362.710938,10500.0
2021-04-20,47705.800781,-0.9999,0.136,0.806,0.058,48473.039063,48478.339844,47438.5,11600.0
2021-04-22,48080.671875,-0.9998,0.128,0.797,0.075,47501.710938,48143.160156,47204.5,15800.0
2021-04-23,47878.449219,-0.9997,0.125,0.793,0.082,47863.808594,48265.390625,47669.550781,11200.0
2021-04-26,48386.511719,-0.9996,0.123,0.789,0.089,48197.371094,48667.980469,48152.238281,15200.0
2021-04-27,48944.140625,-0.9999,0.136,0.794,0.07,48424.078125,49009.261719,48399.53125,10100.0
2021-04-28,49733.839844,-0.9997,0.119,0.811,0.07,49066.640625,49801.480469,49066.640625,14300.0
2021-04-29,49765.941406,-0.9998,0.123,0.803,0.074,50093.859375,50375.769531,49535.980469,13200.0
2021-04-30,48782.359375,-0.9998,0.123,0.806,0.071,49360.890625,49569.421875,48698.078125,19400.0
2021-05-03,48718.519531,-0.9946,0.109,0.793,0.098,48356.011719,48863.230469,48028.070313,14700.0
2021-05-04,48253.511719,-0.9997,0.13,0.782,0.088,48881.628906,48996.53125,48149.449219,13200.0
2021-05-05,48677.550781,-0.9997,0.121,0.807,0.072,48569.121094,48742.71875,48254.320313,12700.0
2021-05-06,48949.761719,-0.9996,0.12,0.8,0.08,48877.78125,49011.308594,48614.109375,9500.0
2021-05-10,49502.410156,-0.9994,0.114,0.797,0.089,49496.050781,49617.46875,49412.050781,12200.0
2021-05-11,49161.808594,-0.9997,0.116,0.815,0.069,49066.449219,49304.46875,48988.179688,15000.0
2021-05-12,48690.800781,-0.9999,0.139,0.785,0.076,49171.28125,49171.28125,48550.71875,17400.0
2021-05-14,48732.550781,-0.999,0.107,0.806,0.087,48898.929688,48898.929688,48473.429688,18200.0
2021-05-17,49580.730469,-0.9997,0.126,0.785,0.088,48990.699219,49628.421875,48923.128906,20600.0
2021-05-18,50193.328125,-0.9997,0.119,0.802,0.079,49986.679688,50313.25,49959.199219,14400.0
2021-05-19,49902.640625,-0.9998,0.132,0.781,0.086,50088.808594,50279.011719,49831.398438,13300.0
2021-05-20,49564.859375,-0.9997,0.112,0.823,0.065,49971.519531,50099.171875,49496.78125,8300.0
2021-05-21,50540.480469,-0.9997,0.131,0.775,0.094,49833.980469,50591.121094,49832.71875,18100.0
2021-05-24,50651.898438,-0.9991,0.088,0.851,0.061,50727.28125,50857.589844,50465.898438,16800.0
2021-05-25,50637.53125,-0.9998,0.136,0.777,0.087,50922.320313,50961.351563,50474.339844,10800.0
2021-05-26,51017.519531,-0.9997,0.121,0.797,0.083,50899.578125,51072.609375,50620.449219,9400.0
2021-05-27,51115.21875,-0.9996,0.113,0.809,0.078,51128.800781,51282.898438,50891.660156,12300.0
2021-05-28,51422.878906,-0.9998,0.13,0.792,0.079,51381.269531,51529.320313,51258.691406,15200.0
2021-05-31,51937.441406,-0.9998,0.125,0.8,0.076,51476.21875,52013.21875,51179.941406,15300.0
2021-06-01,51934.878906,-0.9995,0.111,0.81,0.079,52067.511719,52228.648438,51808.878906,13400.0
2021-06-02,51849.480469,-0.9998,0.127,0.797,0.076,51749.101563,51913.921875,51450.578125,13500.0
2021-06-03,52232.429688,-0.9999,0.145,0.784,0.071,52121.578125,52273.230469,51942.199219,15000.0
2021-06-04,52100.050781,-0.9997,0.117,0.811,0.072,52367.519531,52389.019531,51952.699219,16700.0
2021-06-07,52328.511719,-0.9998,0.131,0.786,0.083,52231.378906,52378.691406,52054.761719,19800.0
2021-06-08,52275.570313,-0.9997,0.109,0.822,0.069,52428.71875,52432.429688,52135.039063,12300.0
2021-06-09,51941.640625,-0.9989,0.094,0.837,0.069,52401.410156,52446.921875,51717.070313,15200.0
2021-06-10,52300.46875,-0.9999,0.132,0.8,0.068,52143.898438,52346.351563,51957.921875,8600.0
2021-06-11,52474.761719,-0.9993,0.099,0.83,0.071,52477.191406,52641.53125,52388.949219,8500.0
2021-06-14,52551.53125,-0.9997,0.124,0.79,0.086,52492.339844,52590.921875,51936.308594,9900.0
2021-06-15,52773.050781,-0.9999,0.149,0.783,0.068,52751.828125,52869.511719,52671.289063,16300.0
2021-06-16,52501.980469,-0.9996,0.124,0.789,0.087,52782.210938,52816.308594,52425.570313,12900.0
2021-06-17,52323.328125,-0.9999,0.143,0.787,0.07,52122.25,52523.878906,52040.511719,8900.0
2021-06-18,52344.449219,-0.9998,0.13,0.794,0.076,52568.070313,52586.410156,51601.109375,11800.0
2021-06-21,52574.460938,-0.9998,0.113,0.813,0.074,51887.550781,52629.179688,51740.191406,12500.0
2021-06-22,52588.710938,-0.9996,0.101,0.83,0.068,52885.039063,53057.109375,52520.550781,7700.0
2021-06-23,52306.078125,-0.9999,0.142,0.782,0.076,52912.351563,52912.351563,52264.121094,13600.0
2021-06-24,52699.0,-0.9999,0.153,0.765,0.082,52514.570313,52830.679688,52385.050781,7900.0
2021-06-25,52925.039063,-0.9998,0.121,0.809,0.069,52877.160156,52973.070313,52614.488281,10700.0
2021-06-28,52735.589844,-0.9998,0.123,0.806,0.071,53126.730469,53126.730469,52673.5,6200.0
2021-06-29,52549.660156,-0.9996,0.114,0.807,0.079,52795.761719,52816.421875,52477.769531,9200.0
2021-06-30,52482.710938,-0.9999,0.134,0.794,0.072,52651.089844,52875.921875,52448.640625,9500.0
2021-07-01,52318.601563,-0.9998,0.124,0.811,0.065,52638.5,52638.5,52281.011719,5800.0
2021-07-02,52484.671875,-0.9997,0.117,0.815,0.068,52434.550781,52527.898438,52177.679688,6400.0
2021-07-05,52880.0,-0.9998,0.132,0.794,0.074,52682.890625,52919.171875,52604.351563,7600.0
2021-07-06,52861.179688,-0.9999,0.142,0.779,0.079,52874.851563,53129.371094,52804.179688,7000.0
2021-07-07,53054.761719,-0.9999,0.146,0.78,0.074,52919.710938,53105.410156,52751.761719,8000.0
2021-07-08,52568.941406,-0.9999,0.13,0.803,0.067,53065.691406,53103.03125,52428.839844,6400.0
2021-07-09,52386.191406,-0.9999,0.139,0.789,0.072,52508.238281,52555.730469,52228.011719,6400.0
2021-07-12,52372.691406,-0.9999,0.153,0.774,0.073,52634.328125,52700.511719,52208.960938,24900.0
2021-07-13,52769.730469,-0.9999,0.153,0.776,0.07,52694.890625,52806.859375,52545.679688,7900.0
2021-07-14,52904.050781,-0.9999,0.152,0.771,0.077,52801.441406,52978.578125,52611.96875,9300.0
2021-07-15,53158.851563,-0.9998,0.12,0.815,0.065,52968.890625,53266.121094,52948.429688,8100.0
2021-07-16,53140.058594,-0.9999,0.142,0.79,0.068,53244.398438,53290.808594,52997.089844,6700.0
2021-07-19,52553.398438,-0.9999,0.139,0.792,0.07,52606.988281,52821.171875,52405.890625,23800.0
2021-07-20,52198.511719,-0.9999,0.138,0.783,0.079,52432.878906,52465.03125,52013.511719,8000.0
2021-07-22,52837.210938,-0.9999,0.136,0.791,0.073,52494.558594,52867.261719,52471.230469,8300.0
2021-07-23,52975.800781,-0.9999,0.147,0.795,0.057,52967.871094,53114.699219,52653.769531,12100.0
2021-07-26,52852.269531,-0.9998,0.133,0.78,0.087,52985.261719,53103.421875,52783.628906,20900.0
2021-07-27,52578.761719,-0.9999,0.147,0.783,0.071,52995.71875,53024.699219,52433.179688,6300.0
2021-07-28,52443.710938,-0.9999,0.16,0.77,0.07,52673.691406,52673.691406,51802.730469,8000.0
2021-07-29,52653.070313,-0.9999,0.153,0.766,0.081,52693.53125,52777.179688,52561.390625,8800.0
2021-07-30,52586.839844,-0.9997,0.113,0.822,0.066,52792.359375,52910.230469,52533.910156,9900.0
2021-08-02,52950.628906,-0.9997,0.11,0.829,0.061,52901.28125,52986.769531,52804.078125,7900.0
2021-08-03,53823.359375,-0.9997,0.132,0.777,0.091,53125.96875,53887.980469,53088.351563,8100.0
2021-08-04,54369.769531,-0.9998,0.126,0.793,0.081,54071.21875,54465.910156,54034.308594,14600.0
2021-08-05,54492.839844,-0.9998,0.118,0.822,0.06,54576.640625,54717.238281,54230.890625,15300.0
2021-08-06,54277.71875,-0.9998,0.12,0.811,0.069,54492.171875,54633.578125,54210.328125,7200.0
2021-08-09,54402.851563,-0.9997,0.116,0.818,0.066,54385.710938,54584.730469,54124.269531,11500.0
2021-08-10,54554.660156,-0.9999,0.151,0.773,0.076,54461.308594,54779.660156,54308.769531,8700.0
2021-08-11,54525.929688,-0.9999,0.146,0.766,0.088,54730.648438,54758.738281,54167.199219,6500.0
2021-08-12,54843.980469,-0.9999,0.144,0.778,0.079,54641.21875,54874.101563,54536.648438,9300.0
2021-08-13,55437.289063,-0.9999,0.163,0.763,0.074,54911.949219,55487.789063,54905.488281,14100.0
2021-08-16,55582.578125,0.9998,0.078,0.798,0.124,55479.738281,55680.75,55281.019531,6000.0
2021-08-17,55792.269531,-0.9998,0.144,0.764,0.092,55565.640625,55854.878906,55386.488281,6800.0
2021-08-18,55629.488281,-0.9994,0.09,0.854,0.055,56073.308594,56118.570313,55514.890625,16100.0
2021-08-20,55329.320313,-0.9999,0.14,0.791,0.07,55159.128906,55543.160156,55013.980469,6800.0
2021-08-23,55555.789063,-0.9999,0.139,0.778,0.083,55695.839844,55781.171875,55240.289063,7500.0
2021-08-24,55958.980469,-0.9999,0.15,0.768,0.082,55647.109375,56023.21875,55536.839844,7600.0
2021-08-25,55944.210938,-0.9992,0.104,0.822,0.073,56067.058594,56198.128906,55899.960938,5400.0
2021-08-26,55949.101563,-0.9991,0.105,0.818,0.077,55988.410156,56112.390625,55854.070313,8300.0
2021-08-27,56124.71875,-0.9999,0.142,0.769,0.088,55862.929688,56188.230469,55675.871094,6000.0
2021-08-30,56889.761719,-0.9998,0.142,0.775,0.083,56329.25,56958.269531,56309.859375,6600.0
2021-08-31,57552.390625,-0.9998,0.134,0.786,0.08,56995.148438,57625.261719,56859.101563,11200.0
2021-09-01,57338.210938,-0.9999,0.143,0.775,0.082,57763.53125,57918.710938,57263.898438,7300.0
2021-09-02,57852.539063,-0.9998,0.124,0.802,0.074,57423.648438,57892.371094,57287.789063,5100.0
2021-09-03,58129.949219,-0.9999,0.136,0.796,0.068,57983.449219,58194.789063,57764.070313,6100.0
2021-09-06,58296.910156,-0.9996,0.121,0.799,0.079,58411.621094,58515.851563,58200.289063,5600.0
2021-09-07,58279.480469,-0.9992,0.107,0.81,0.083,58418.691406,58553.070313,58005.070313,7400.0
2021-09-08,58250.261719,-0.9995,0.118,0.802,0.08,58350.558594,58372.941406,57924.480469,5300.0
2021-09-09,58305.070313,-0.9996,0.13,0.774,0.097,58172.980469,58334.589844,58084.988281,5300.0
2021-09-13,58177.761719,-0.9999,0.156,0.764,0.08,58262.109375,58314.640625,57944.628906,5600.0
2021-09-14,58247.089844,-0.9997,0.104,0.839,0.057,58482.621094,58482.621094,58214.289063,6700.0
2021-09-15,58723.199219,-0.9998,0.116,0.833,0.051,58354.109375,58777.058594,58272.820313,9600.0
2021-09-16,59141.160156,-0.9998,0.138,0.777,0.085,58881.039063,59204.289063,58700.5,24700.0
2021-09-17,59015.890625,-0.9998,0.122,0.805,0.073,59409.980469,59737.320313,58871.730469,13100.0
2021-09-20,58490.929688,-0.9972,0.113,0.783,0.104,58634.691406,59202.558594,58389.691406,17400.0
2021-09-21,59005.269531,-0.9999,0.149,0.781,0.07,58630.058594,59084.511719,58232.539063,9500.0
2021-09-22,58927.328125,-0.9999,0.139,0.798,0.064,59166.148438,59178.441406,58878.378906,19200.0
2021-09-23,59885.359375,-0.9998,0.122,0.815,0.063,59358.179688,59957.25,59243.148438,44600.0
2021-09-24,60048.46875,-0.9999,0.142,0.785,0.072,60158.761719,60333.0,59946.550781,10900.0
2021-09-27,60077.878906,-0.9998,0.127,0.799,0.074,60303.789063,60412.320313,59887.191406,6200.0
2021-09-28,59667.601563,-0.9999,0.14,0.783,0.077,60285.890625,60288.441406,59045.53125,21100.0
2021-09-29,59413.269531,-0.9999,0.139,0.789,0.072,59296.539063,59678.660156,59111.410156,16100.0
2021-09-30,59126.359375,-0.9999,0.134,0.793,0.073,59549.570313,59557.238281,59019.28125,8900.0
2021-10-01,58765.578125,-0.9999,0.129,0.814,0.057,58889.769531,58890.078125,58551.140625,10200.0
2021-10-04,59299.320313,-0.9994,0.112,0.808,0.08,59143.0,59548.820313,58952.109375,10000.0
2021-10-05,59744.878906,-0.9999,0.131,0.817,0.052,59320.140625,59778.871094,59127.039063,12900.0
2021-10-06,59189.730469,-0.9999,0.139,0.79,0.072,59942.0,59963.570313,59079.859375,7000.0
2021-10-07,59677.828125,-0.9999,0.148,0.781,0.071,59632.808594,59914.910156,59597.058594,5700.0
2021-10-08,60059.058594,-0.9998,0.142,0.765,0.093,59960.390625,60212.300781,59830.929688,5700.0
2021-10-11,60135.78125,-0.9999,0.138,0.798,0.064,60099.679688,60476.128906,59811.421875,42500.0
2021-10-12,60284.308594,-0.9999,0.13,0.808,0.062,60045.75,60331.738281,59885.390625,6500.0
2021-10-13,60737.050781,-0.9999,0.13,0.797,0.073,60619.910156,60836.628906,60452.289063,8500.0
2021-10-14,61305.949219,-0.9997,0.129,0.787,0.085,61088.820313,61353.25,60978.039063,12600.0
2021-10-18,61765.589844,-0.9999,0.148,0.777,0.074,61817.320313,61963.070313,61624.648438,11800.0
2021-10-19,61716.050781,-0.9999,0.143,0.8,0.057,62156.480469,62245.429688,61594.289063,8600.0
2021-10-20,61259.960938,-0.9999,0.13,0.805,0.066,61800.070313,61880.359375,61109.289063,48400.0
2021-10-21,60923.5,-0.9998,0.138,0.781,0.082,61557.941406,61621.199219,60485.648438,7300.0
2021-10-22,60821.621094,-0.9999,0.126,0.818,0.055,61044.539063,61420.128906,60551.148438,9400.0
2021-10-25,60967.050781,-0.9999,0.142,0.778,0.08,61398.75,61404.988281,60449.679688,10500.0
2021-10-26,61350.261719,-0.9999,0.149,0.781,0.07,60997.898438,61497.710938,60791.289063,6700.0
2021-10-27,61143.328125,-0.9996,0.109,0.823,0.069,61499.699219,61576.851563,60989.390625,8900.0
2021-10-28,59984.699219,-0.9993,0.105,0.822,0.073,61081.0,61081.0,59777.578125,8600.0
2021-10-29,59306.929688,-0.9983,0.085,0.857,0.058,59857.328125,60132.808594,59089.371094,9000.0
2021-11-01,60138.460938,-0.9996,0.114,0.807,0.079,59577.480469,60220.210938,59355.121094,7200.0
2021-11-02,60029.058594,-0.9998,0.124,0.802,0.074,60360.609375,60421.140625,59881.75,6000.0
2021-11-03,59771.921875,-0.999,0.122,0.779,0.099,60275.210938,60361.820313,59552.488281,8500.0
2021-11-04,60067.621094,-0.9983,0.115,0.784,0.101,60207.96875,60207.96875,60011.460938,1800.0
2021-11-08,60545.609375,-0.9994,0.115,0.799,0.086,60385.761719,60609.160156,59779.191406,7500.0
2021-11-09,60433.449219,-0.9998,0.118,0.82,0.062,60609.71875,60670.46875,60213.640625,6200.0
2021-11-10,60352.820313,-0.9995,0.12,0.789,0.091,60295.261719,60506.5,59967.449219,7500.0
2021-11-11,59919.691406,-0.9999,0.137,0.791,0.072,60291.699219,60293.25,59656.261719,6200.0
2021-11-12,60686.691406,-0.9999,0.165,0.743,0.092,60248.039063,60750.71875,59997.960938,6900.0
2021-11-15,60718.710938,-0.9999,0.146,0.77,0.085,60837.398438,61036.558594,60597.359375,7100.0
2021-11-16,60322.371094,-0.9999,0.158,0.753,0.09,60755.378906,60802.789063,60199.558594,6300.0
2021-11-17,60008.328125,-0.9999,0.148,0.768,0.084,60179.929688,60426.609375,59944.769531,19900.0
2021-11-18,59636.011719,-0.9999,0.124,0.813,0.062,59968.75,60177.519531,59376.5,7800.0
2021-11-22,58465.890625,-0.9993,0.107,0.813,0.08,59710.480469,59778.371094,58011.921875,10600.0
2021-11-23,58664.328125,-0.9997,0.118,0.805,0.077,57983.949219,58834.949219,57718.339844,12000.0
2021-11-24,58340.988281,-0.9998,0.135,0.775,0.09,58839.320313,58968.121094,58143.441406,8800.0
2021-11-25,58795.089844,-0.9994,0.108,0.814,0.078,58363.929688,58901.578125,58143.859375,6800.0
2021-11-26,57107.148438,-0.9999,0.161,0.761,0.079,58254.789063,58254.789063,56993.890625,8400.0
2021-11-29,57260.578125,-0.9997,0.123,0.794,0.082,57028.039063,57626.511719,56382.929688,8400.0
2021-11-30,57064.871094,-0.9998,0.128,0.809,0.063,57272.078125,58183.769531,56867.511719,8100.0
2021-12-01,57684.789063,-0.9999,0.141,0.786,0.073,57365.851563,57846.449219,57346.78125,11700.0
2021-12-02,58461.289063,-0.9998,0.124,0.805,0.07,57781.480469,58513.929688,57680.410156,8100.0
2021-12-03,57696.460938,-0.9999,0.133,0.793,0.073,58555.578125,58757.089844,57640.570313,8500.0
2021-12-06,56747.140625,-0.9999,0.136,0.807,0.057,57778.011719,57781.460938,56687.621094,7200.0
2021-12-07,57633.648438,-0.9999,0.148,0.768,0.084,57125.980469,57905.628906,56992.269531,10900.0
2021-12-08,58649.679688,-0.9998,0.121,0.811,0.068,58158.558594,58702.648438,58122.269531,13400.0
2021-12-09,58807.128906,-0.9995,0.101,0.837,0.062,58831.410156,58889.960938,58340.851563,7900.0
2021-12-10,58786.671875,-0.9999,0.142,0.776,0.081,58696.710938,58859.910156,58414.761719,5600.0
2021-12-13,58283.421875,-0.9999,0.146,0.781,0.073,59103.71875,59203.371094,58242.800781,5900.0
2021-12-14,58117.089844,-0.9999,0.133,0.796,0.071,58059.761719,58322.421875,57803.871094,6800.0
2021-12-15,57788.03125,-0.9998,0.135,0.794,0.072,58122.0,58218.25,57671.609375,7600.0
2021-12-16,57901.140625,-0.9999,0.134,0.81,0.057,58243.429688,58337.199219,57683.109375,5200.0
2021-12-17,57011.738281,-0.9996,0.119,0.802,0.079,58021.628906,58062.28125,56950.980469,8600.0
2021-12-20,55822.011719,-0.9998,0.134,0.778,0.088,56517.261719,56538.148438,55132.679688,13300.0
2021-12-21,56319.011719,-0.9996,0.117,0.812,0.071,56320.019531,56900.738281,56047.21875,7400.0
2021-12-22,56930.558594,-0.9997,0.115,0.815,0.069,56599.46875,56989.011719,56471.03125,6100.0
2021-12-23,57315.28125,-0.9996,0.118,0.809,0.074,57251.148438,57490.519531,57146.28125,6000.0
2021-12-24,57124.308594,-0.9999,0.141,0.779,0.08,57567.109375,57623.691406,56813.421875,6400.0
2021-12-27,57420.238281,-0.9998,0.131,0.785,0.084,56948.328125,57512.011719,56543.078125,5700.0
2021-12-28,57897.480469,-0.9999,0.134,0.798,0.068,57751.210938,57952.480469,57650.289063,5500.0
2021-12-29,57806.488281,-0.9998,0.14,0.771,0.089,57892.308594,58097.070313,57684.578125,5300.0
2021-12-30,57794.320313,-0.9998,0.137,0.776,0.087,57755.398438,58010.03125,57578.988281,7300.0
2021-12-31,58253.820313,-0.9999,0.139,0.785,0.075,57849.761719,58409.300781,57846.519531,7000.0
2022-01-03,59183.21875,-0.9995,0.11,0.813,0.077,58310.089844,59266.390625,58306.449219,8200.0
2022-01-04,59855.929688,-0.9998,0.129,0.804,0.067,59343.789063,59937.328125,59084.398438,9100.0
2022-01-05,60223.148438,-0.9998,0.119,0.82,0.062,59921.980469,60332.71875,59661.378906,8600.0
2022-01-06,59601.839844,-0.9995,0.11,0.821,0.069,59731.75,59781.859375,59290.578125,6000.0
2022-01-07,59744.648438,-0.9995,0.119,0.797,0.084,59776.101563,60130.179688,59401.441406,8300.0
2022-01-10,60395.628906,-0.9986,0.091,0.842,0.067,60070.390625,60427.359375,59987.179688,7600.0
2022-01-11,60616.890625,-0.9997,0.134,0.776,0.091,60342.699219,60689.25,60281.519531,6500.0
2022-01-12,61150.039063,-0.9999,0.145,0.766,0.089,61014.371094,61218.191406,60850.929688,6200.0
2022-01-13,61235.300781,-0.999,0.105,0.815,0.08,61259.988281,61348.570313,60949.808594,9300.0
2022-01-14,61223.03125,-0.9998,0.118,0.819,0.063,61040.320313,61324.589844,60757.03125,6900.0
2022-01-17,61308.910156,-0.9999,0.156,0.761,0.083,61219.640625,61385.480469,61107.601563,7600.0
2022-01-18,60754.859375,-0.9994,0.113,0.809,0.078,61430.769531,61475.148438,60662.570313,12500.0
2022-01-19,60098.820313,-0.9998,0.136,0.788,0.077,60845.589844,60870.171875,59949.21875,7000.0
2022-01-20,59464.621094,-0.9999,0.147,0.791,0.062,60045.480469,60045.480469,59068.308594,11800.0
2022-01-21,59037.179688,-0.9998,0.13,0.798,0.072,59039.371094,59329.628906,58620.929688,7600.0
2022-01-24,57491.511719,-0.9999,0.164,0.751,0.086,59023.96875,59023.96875,56984.011719,10800.0
2022-01-25,57858.148438,-0.9997,0.114,0.816,0.07,57158.628906,57966.929688,56409.628906,10400.0
2022-01-27,57276.941406,0.9961,0.091,0.802,0.107,57317.378906,57508.609375,56439.359375,10300.0
2022-01-28,57200.230469,-0.9994,0.116,0.799,0.085,57795.109375,58084.328125,57119.28125,13000.0
2022-01-31,58014.171875,-0.9999,0.153,0.77,0.077,57845.910156,58257.628906,57746.148438,7400.0
